name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"London,UK",2011-02-12,10.8,5.6,9.1,10.8,3.2,7.7,6.4,84.1,1.502,100,8.33,rain,0,0,,22.1,242.6,1011.2,60.5,16.2,81.7,6.9,4,,2011-02-12T07:20:49,2011-02-12T17:09:27,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-02-13,9.3,5.5,7.6,6.2,3,4.6,5.6,87.3,0.02,100,12.5,rain,0,0,44.6,26.6,171.6,1002.3,72.3,16.3,27.7,2.4,1,,2011-02-13T07:18:57,2011-02-13T17:11:17,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-02-14,10.3,4.8,6.9,10.3,2.3,4.6,3.6,80.6,2.013,100,4.17,rain,0,0,,22.3,202.6,1001.3,51.5,28.4,92.2,8.1,4,,2011-02-14T07:17:04,2011-02-14T17:13:07,0.37,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-02-15,7.3,4.8,6.1,4.9,1.6,3.1,4.4,88.4,1.309,100,8.33,rain,0,0,,24.1,148.6,992,66,19,35.5,3.1,2,,2011-02-15T07:15:10,2011-02-15T17:14:57,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-02-16,11.3,4.3,7.2,11.3,1.8,5.2,4.3,82.3,0.502,100,4.17,rain,0,0,,19,152.7,994.6,58.5,18.9,98.3,8.4,4,,2011-02-16T07:13:15,2011-02-16T17:16:46,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-02-17,10,5,6.7,10,2.3,4.8,4.8,87.8,0.498,100,4.17,rain,0,0,,16.4,60.8,1004.6,81.5,5.1,90.5,7.8,4,,2011-02-17T07:11:18,2011-02-17T17:18:35,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-02-18,7.3,2.6,5.2,4.8,-1.5,2.5,2.9,85.2,0,0,0,,0,0,,18,108.2,1012.7,85.5,3.6,94,8.2,4,,2011-02-18T07:09:20,2011-02-18T17:20:25,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-02-19,6.8,3.1,5.3,5.3,-0.9,2.7,4.5,94.1,7.106,100,8.33,rain,0,0,,17.8,85.6,1010,86.4,4.4,15.7,1.4,1,,2011-02-19T07:07:21,2011-02-19T17:22:14,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-02-20,6.1,4.5,5.1,4.2,1.6,2.8,3.5,89.4,0,0,0,,0,0,,12.9,45.6,1015,87.9,4.2,63.2,5.4,3,,2011-02-20T07:05:20,2011-02-20T17:24:02,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-02-21,7.5,4.6,5.7,4.8,2,3.3,3.4,85.4,0.498,100,8.33,rain,0,0,,17.1,100.4,1013.3,82.1,4.7,51.4,4.5,2,,2011-02-21T07:03:19,2011-02-21T17:25:51,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-02-22,7.3,4.6,6,5.9,2.7,4.7,4.3,88.9,0.998,100,12.5,rain,0,0,,11.5,164.9,1016.4,74.3,3.5,61.3,5.3,3,,2011-02-22T07:01:16,2011-02-22T17:27:39,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-02-23,10.8,6.6,8.5,10.8,4,6.8,7.1,90.9,2.007,100,8.33,rain,0,0,,22.6,199.6,1016.8,80.4,9.6,14.1,1.2,1,,2011-02-23T06:59:13,2011-02-23T17:29:27,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-02-24,15.1,8.3,10.8,15.1,6.7,10.3,8.1,83.9,0,0,0,,0,0,,18.3,258.3,1022,80,19.6,91.7,7.9,4,,2011-02-24T06:57:08,2011-02-24T17:31:15,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-02-25,14.3,7.8,11.1,14.3,6.4,10.7,8.5,84.3,0.001,100,4.17,rain,0,0,,24.8,214.3,1023.9,67.3,17.5,74.7,6.6,5,,2011-02-25T06:55:03,2011-02-25T17:33:02,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-02-26,11.1,6.3,9.1,11.1,3.4,6.9,6.3,83.1,3.317,100,12.5,rain,0,0,,28.9,265.1,1014.1,65.6,28.1,92.1,8.1,4,,2011-02-26T06:52:57,2011-02-26T17:34:49,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-02-27,9.6,4.1,5.9,7,1.2,3.2,2.7,80.3,2.01,100,4.17,rain,0,0,,20.8,307.5,1020.7,53.3,29.9,78.5,6.8,4,,2011-02-27T06:50:50,2011-02-27T17:36:36,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-02-28,5.8,4.1,4.6,3.2,0.6,1.4,1.9,82.5,0.501,100,12.5,rain,0,0,,20.5,12.9,1029.5,68.5,13.3,89.6,7.8,3,,2011-02-28T06:48:42,2011-02-28T17:38:23,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-01,5.3,3.3,4.4,1.8,-0.8,1.1,1,78.3,0.497,100,4.17,rain,0,0,,19.8,32.1,1037.5,77.5,13.2,109.9,9.4,5,,2011-03-01T06:46:33,2011-03-01T17:40:09,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-02,7.8,1.5,4.5,4.6,-2.3,0.9,0.7,76.5,0,0,0,,0,0,,21.5,34.8,1036.1,64.8,8.4,136.9,11.8,5,,2011-03-02T06:44:24,2011-03-02T17:41:55,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-03,5.5,0.8,2.7,1.8,-3.1,-1.2,-0.4,79.9,0,0,0,,0,0,,20.6,30.8,1035.4,74.9,8.5,147,12.7,5,,2011-03-03T06:42:13,2011-03-03T17:43:41,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-04,8,1.6,3.8,6.5,-2.3,0.9,-0.5,74.3,0,0,0,,0,0,,18.1,44.4,1033,43.8,10.9,143.1,12.4,5,,2011-03-04T06:40:03,2011-03-04T17:45:26,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-05,7.8,1.1,4.4,5.4,-2.5,1.6,1.1,79.6,0,0,0,,0,0,,18.7,48.7,1030.7,88,14.9,101.7,8.9,4,,2011-03-05T06:37:51,2011-03-05T17:47:11,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-06,6.5,4.1,4.9,3.5,0.5,1.5,-0.5,68.3,0.001,100,4.17,rain,0,0,,20.4,72.5,1031.6,82.8,23.9,157.4,13.7,6,,2011-03-06T06:35:39,2011-03-06T17:48:56,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-07,8.9,1.8,4.8,6.7,-0.2,2.7,-1.4,66.5,0,0,0,,0,0,,16.6,76.5,1029.5,9.2,20.8,163.6,14,6,,2011-03-07T06:33:27,2011-03-07T17:50:41,0.09,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-08,12.3,-0.9,5.4,12.3,-0.9,4.4,0.8,74.9,0,0,0,,0,0,,22.7,227,1020.8,8.8,9.6,158.9,13.5,6,,2011-03-08T06:31:13,2011-03-08T17:52:25,0.12,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-09,11.1,4.6,7.8,11.1,0.8,5.5,2.6,70.7,0,0,0,,0,0,,26.1,250.8,1016.2,54.8,26,121,10.3,5,,2011-03-09T06:29:00,2011-03-09T17:54:09,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-10,13.1,6,9.5,13.1,2.3,7.5,4.4,71.2,0,0,0,,0,0,57.6,35.6,243.1,1012.6,62.7,24.8,72.1,6.2,3,,2011-03-10T06:26:46,2011-03-10T17:55:53,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-11,11.6,4.8,8.3,11.6,2.1,6.5,3.5,72.7,0,0,0,,0,0,,21.9,228.6,1014.6,73.3,26.1,155.2,13.5,6,,2011-03-11T06:24:31,2011-03-11T17:57:37,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-12,13.6,7.6,10.1,13.6,5.5,9.2,4.9,71.1,0,0,0,,0,0,,22.1,159.2,1002.8,80.3,19.4,107.9,9.2,5,,2011-03-12T06:22:16,2011-03-12T17:59:20,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-13,10.6,7,9.6,10.6,6.7,9,6.8,82.8,1.007,100,16.67,rain,0,0,,13.3,231.5,1001.3,72.5,18.7,50.4,4.3,2,,2011-03-13T06:20:01,2011-03-13T18:01:03,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-14,11.5,4.3,7.5,11.5,4.3,6.5,3.3,76.1,0,0,0,,0,0,,21.1,75.2,1014.9,62.8,13.5,89.9,7.6,3,,2011-03-14T06:17:46,2011-03-14T18:02:46,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-15,11.6,6.5,8.8,11.6,4,7.2,7.5,91.8,0.001,100,4.17,rain,0,0,,18.5,67.5,1014.4,90.3,3.1,115.1,9.7,5,,2011-03-15T06:15:30,2011-03-15T18:04:29,0.36,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-16,9.8,5.3,8.5,8,2.4,6.1,6.8,89.1,0,0,0,,0,0,,18,27,1012.9,99.4,2.7,116.4,10,5,,2011-03-16T06:13:14,2011-03-16T18:06:11,0.39,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-17,9.9,4,6.2,9.9,1,4.3,3.9,85.6,0,0,0,,0,0,,14,332,1015.2,93,5.8,118.5,10.4,5,,2011-03-17T06:10:58,2011-03-17T18:07:54,0.42,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03672099999,03781099999,remote,03772099999,03770099999"
"London,UK",2011-03-18,8.6,4.1,6.5,8.3,2.8,5,3.2,79.3,5.087,100,8.33,rain,0,0,,15.7,25.1,1022.9,60.4,15.5,38.3,3.1,1,,2011-03-18T06:08:41,2011-03-18T18:09:36,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-19,12.6,-0.4,6.2,12.6,-0.4,5.9,-0.7,65.8,0,0,0,,0,0,,8.6,293.5,1033.7,17.8,22.9,196.7,16.9,7,,2011-03-19T06:06:24,2011-03-19T18:11:18,0.5,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-20,12.6,3.5,7.8,12.6,3.5,7.2,3.2,74,0.299,100,4.17,rain,0,0,,15.5,203.7,1033,73.1,12.1,154,13.1,6,,2011-03-20T06:04:08,2011-03-20T18:12:59,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-21,15.8,4.1,9.5,15.8,4.1,9.4,5.2,75.9,0,0,0,,0,0,,12.6,223.3,1034.3,74.2,13.9,159.5,13.9,6,,2011-03-21T06:01:51,2011-03-21T18:14:41,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-22,16.3,7.3,11.8,16.3,7.3,11.8,5.9,69.4,0.001,100,4.17,rain,0,0,,12.4,52.1,1037.8,75.4,12,170.2,14.8,6,,2011-03-22T05:59:34,2011-03-22T18:16:22,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-23,17.3,7,11.5,17.3,7,11.4,6.7,74.3,0,0,0,,0,0,,13.9,69.5,1039.9,19.5,17.2,196.7,17,7,,2011-03-23T05:57:17,2011-03-23T18:18:04,0.63,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-24,16.1,5.6,10.2,16.1,3.7,9.6,5,73.4,0,0,0,,0,0,,16.2,74.7,1034,82.5,13.2,144.9,12.5,5,,2011-03-24T05:55:00,2011-03-24T18:19:45,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-25,18.6,6,11.4,18.6,5.6,11.3,6.1,72.1,0,0,0,,0,0,,8.9,42.2,1020.8,51.3,8.7,179.1,15.4,6,,2011-03-25T05:52:42,2011-03-25T18:21:26,0.69,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-26,13.2,7.1,9.6,13.2,5.2,8.7,6.5,81.7,0,0,0,,0,0,,19.8,85.7,1014.9,53,6,144.3,12.5,5,,2011-03-26T05:50:25,2011-03-26T18:23:07,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-27,15.1,7,9.8,15.1,4.7,8.5,5.1,74.1,0.001,100,4.17,rain,0,0,,13.7,68.5,1013.7,49.4,6.6,185.9,15.4,6,,2011-03-27T06:48:09,2011-03-27T19:24:48,0.76,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-28,14.2,6.6,9.9,14.2,5.6,9.6,3.4,64.3,0,0,0,,0,0,,13.2,93.6,1016.1,38.7,9.1,126.2,11,4,,2011-03-28T06:45:52,2011-03-28T19:26:29,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-29,15.8,4.8,10.1,15.8,4.8,9.9,4.9,70.4,0.003,100,4.17,rain,0,0,,11.5,132,1013.4,61.7,8.2,174,15,6,,2011-03-29T06:43:35,2011-03-29T19:28:10,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-30,11.8,9.6,10.7,11.8,7.5,10.4,8.3,85.2,1.997,100,8.33,rain,0,0,,27.4,211.7,1011.1,58.8,10.6,65.5,5.8,2,,2011-03-30T06:41:19,2011-03-30T19:29:50,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-03-31,18,9.6,13.2,18,7.3,13,10.2,83,3.609,100,8.33,rain,0,0,,35.2,229.7,1011.8,72.5,15.1,119.7,10.4,5,,2011-03-31T06:39:02,2011-03-31T19:31:31,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-01,15.6,12,13.6,15.6,12,13.6,10.5,81.8,0.001,100,4.17,rain,0,0,,28.6,210.4,1017.8,85.1,22.1,147.4,12.7,6,,2011-04-01T06:36:46,2011-04-01T19:33:12,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-02,18.3,12,15.1,18.3,12,15.1,9.7,70.7,0,0,0,,0,0,,23.3,214.9,1010.6,79.7,29.2,134.4,11.5,5,,2011-04-02T06:34:30,2011-04-02T19:34:52,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-03,15.3,6.6,11.4,15.3,5.7,11.2,5.9,70,0,0,0,,0,0,,24.7,239.6,1014.1,67,35.2,122.7,10.5,4,,2011-04-03T06:32:15,2011-04-03T19:36:33,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03772099999,03770099999"
"London,UK",2011-04-04,14.3,6.5,10,14.3,4.5,9,4.9,72,0,0,0,,0,0,,29.8,237.6,1020.7,62.6,29.1,146,12.6,5,,2011-04-04T06:30:00,2011-04-04T19:38:13,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-05,12.8,9.1,11,12.8,6.3,10,8.9,86.5,1.103,100,8.33,rain,0,0,,26.8,217.4,1021.6,83.1,18.6,89.9,7.5,4,,2011-04-05T06:27:45,2011-04-05T19:39:54,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-06,23,12.3,16.8,23,12.3,16.8,8,60.5,0.001,100,4.17,rain,0,0,,22.9,218,1025.2,67.2,31.9,232.6,20.1,7,,2011-04-06T06:25:30,2011-04-06T19:41:34,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-07,21.6,9.1,15.4,21.6,8.2,15.2,8.5,64.4,0,0,0,,0,0,,17,301,1027.2,35.3,31.8,229.1,19.6,7,,2011-04-07T06:23:16,2011-04-07T19:43:15,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-08,21.3,9.8,15.6,21.3,9.8,15.6,6,55.1,0,0,0,,0,0,,12.4,348.7,1027.2,11.4,29.3,240,20.6,7,,2011-04-08T06:21:03,2011-04-08T19:44:55,0.17,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-09,18.3,9.1,13,18.3,7.4,12.8,5.6,61.4,0,0,0,,0,0,,21.5,83.7,1025.7,26.9,26.6,243.4,21.1,7,,2011-04-09T06:18:49,2011-04-09T19:46:35,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-10,19.8,7.3,12.6,19.8,6.1,12.1,4.3,61.4,0,0,0,,0,0,,14.8,66.2,1024,64.1,18.1,235.1,20.2,7,,2011-04-10T06:16:37,2011-04-10T19:48:16,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-11,21,7.1,13.1,21,7.1,13.1,6.9,67.6,0,0,0,,0,0,,28.9,282.1,1022.4,46,24.4,224.2,19.4,7,,2011-04-11T06:14:25,2011-04-11T19:49:56,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-12,15.1,6.8,10.7,15.1,4,9.7,0.9,53.1,0.001,100,4.17,rain,0,0,,22.9,309.3,1029.2,43.6,40.7,239.5,20.6,7,,2011-04-12T06:12:13,2011-04-12T19:51:36,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-13,12.8,5.8,9,12.8,5.8,8.5,2.3,63.5,0,0,0,,0,0,,22.8,231.1,1023.7,82.2,31.4,125.4,10.8,5,,2011-04-13T06:10:02,2011-04-13T19:53:17,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-14,13.6,7.8,10.7,13.6,5.6,10.1,5.4,70,0,0,0,,0,0,,15.6,202.3,1018.8,72.8,25.1,165.7,14.4,6,,2011-04-14T06:07:52,2011-04-14T19:54:57,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-15,15.8,9.6,12.6,15.8,9.6,12.6,5.5,63,0,0,0,,0,0,,10.3,210.4,1020.3,84.6,22.3,219.2,19,7,,2011-04-15T06:05:42,2011-04-15T19:56:37,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-16,17.1,10.3,13.4,17.1,10.3,13.4,6.5,63.7,0,0,0,,0,0,,10.3,242.4,1022.4,78.6,19.5,215.9,18.5,7,,2011-04-16T06:03:33,2011-04-16T19:58:18,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-17,19.8,8.8,13.9,19.8,8.8,13.9,7.5,68.3,0,0,0,,0,0,,15.5,75.1,1024.3,52.9,16.9,222.3,19.3,6,,2011-04-17T06:01:25,2011-04-17T19:59:58,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-18,18.6,8,13.2,18.6,7.2,13.1,5.2,62.8,0,0,0,,0,0,,19.5,81.8,1018.7,38.8,11.5,256.3,22.2,8,,2011-04-18T05:59:18,2011-04-18T20:01:38,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-19,24.6,10.1,17,24.6,10.1,17,7.4,56.7,0,0,0,,0,0,,10.6,120.4,1012.4,29.6,17.8,261.9,22.4,8,,2011-04-19T05:57:11,2011-04-19T20:03:18,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-20,25.3,10.6,17.3,25.3,10.6,17.3,8.1,57.8,0,0,0,,0,0,,14.1,71.6,1014.4,27.5,12.7,261.3,22.4,8,,2011-04-20T05:55:06,2011-04-20T20:04:59,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-21,24.8,12.6,17.9,24.8,12.6,17.9,7.4,52.7,0,0,0,,0,0,,18.9,82.9,1012.7,48.8,12.3,252.5,21.8,8,,2011-04-21T05:53:01,2011-04-21T20:06:39,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-22,25.6,11,18.2,25.6,11,18.2,8.2,56.3,0,0,0,,0,0,,14.8,147,1008.4,10,18.9,245,21.2,7,,2011-04-22T05:50:57,2011-04-22T20:08:19,0.64,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-23,27,11.8,18.6,26.5,11.8,18.6,10.2,62.2,0.497,100,4.17,rain,0,0,,16.5,342.6,1011.6,20,19.2,268.4,23.3,8,,2011-04-23T05:48:54,2011-04-23T20:09:58,0.68,Rain,Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-24,23.1,12.6,17.3,23.1,12.6,17.3,11.5,70.2,0.999,100,4.17,rain,0,0,,16.3,7.7,1017.9,24.1,10.6,258,22.3,8,,2011-04-24T05:46:52,2011-04-24T20:11:38,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-25,21.1,11,15.2,21.1,11,15.2,6.3,58.5,0,0,0,,0,0,,23.5,17.3,1023.3,8.2,28.5,269,23.2,8,,2011-04-25T05:44:51,2011-04-25T20:13:18,0.75,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-26,16.1,9.3,12.1,16.1,7.2,11.8,7.3,73,0,0,0,,0,0,,20.1,21,1025.3,72.6,20.1,254.4,21.9,8,,2011-04-26T05:42:51,2011-04-26T20:14:57,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-27,16.5,9,12.1,16.5,6.7,11.3,3.7,58.7,0,0,0,,0,0,,22,28.1,1025.2,43.6,27,287.9,24.9,8,,2011-04-27T05:40:53,2011-04-27T20:16:37,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-28,15.5,7.1,11.2,15.5,4.1,10,6.3,72.8,0,0,0,,0,0,,26.9,17.4,1019.6,52.3,18.6,215.2,18.7,7,,2011-04-28T05:38:55,2011-04-28T20:18:16,0.84,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2011-04-29,20.1,10,14.2,20.1,10,14.2,9.2,72.8,0,0,0,,0,0,,22.4,34.7,1012.5,79.1,10.1,208,18.1,7,,2011-04-29T05:36:59,2011-04-29T20:19:55,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
