Revenue,InvoiceDate
42.89999999999999,2011-04-14 11:28:00.000000000
642.0,2011-04-14 11:32:00.000000000
56.86,2011-04-14 11:39:00.000000000
193.96,2011-04-14 11:45:00.000000000
713.08,2011-04-14 11:48:00.000000000
787.84,2011-04-14 11:48:00.000000000
422.55,2011-04-14 12:00:00.000000000
171.1,2011-04-14 12:00:00.000000000
129.09,2011-04-14 12:01:00.000000000
437.56,2011-04-14 12:12:00.000000000
228.42,2011-04-14 12:31:00.000000000
278.5,2011-04-14 12:35:00.000000000
147.6,2011-04-14 12:38:00.000000000
1488.0,2011-04-14 12:39:00.000000000
322.48,2011-04-14 12:39:00.000000000
328.1,2011-04-14 12:41:00.000000000
444.63,2011-04-14 12:42:00.000000000
129.5,2011-04-14 12:43:00.000000000
31.15,2011-04-14 13:13:00.000000000
636.45,2011-04-14 13:17:00.000000000
503.33,2011-04-14 13:17:00.000000000
108.03999999999999,2011-04-14 13:27:00.000000000
224.73,2011-04-14 13:33:00.000000000
0.0,2011-04-14 13:49:00.000000000
814.83,2011-04-14 13:50:00.000000000
1220.4,2011-04-14 13:52:00.000000000
301.8,2011-04-14 13:56:00.000000000
162.35,2011-04-14 14:02:00.000000000
297.16,2011-04-14 14:14:00.000000000
205.8,2011-04-14 14:36:00.000000000
330.34,2011-04-14 14:37:00.000000000
59.400000000000006,2011-04-14 14:39:00.000000000
140.25,2011-04-14 14:41:00.000000000
162.23000000000002,2011-04-14 14:43:00.000000000
0.0,2011-04-14 14:44:00.000000000
103.25,2011-04-14 14:45:00.000000000
183.3,2011-04-14 14:54:00.000000000
501.12,2011-04-14 15:02:00.000000000
128.25,2011-04-14 15:26:00.000000000
896.6700000000001,2011-04-14 15:39:00.000000000
1420.98,2011-04-14 15:46:00.000000000
390.6,2011-04-14 15:46:00.000000000
419.74,2011-04-14 15:58:00.000000000
925.88,2011-04-14 16:26:00.000000000
301.42,2011-04-14 16:31:00.000000000
328.15999999999997,2011-04-14 16:38:00.000000000
238.1,2011-04-14 16:40:59.999999744
186.5,2011-04-14 16:58:00.000000000
195.68,2011-04-14 17:29:00.000000000
411.87,2011-04-14 17:33:00.000000000
331.28000000000003,2011-04-14 17:44:00.000000000
1266.23,2011-04-14 17:58:00.000000000
116.00999999999999,2011-04-14 18:02:00.000000000
579.0,2011-04-14 18:22:00.000000000
504.3,2011-04-14 18:28:00.000000000
233.12,2011-04-14 19:15:00.000000000
139.05,2011-04-14 19:16:00.000000000
241.29,2011-04-14 19:59:00.000000000
2042.761,2011-04-15 09:27:00.000000000
300.25,2011-04-15 09:43:00.000000000
425.93,2011-04-15 10:09:00.000000000
39.6,2011-04-15 10:14:00.000000000
30.599999999999998,2011-04-15 10:19:00.000000000
397.5,2011-04-15 10:20:00.000000000
64.2,2011-04-15 10:21:00.000000000
760.1,2011-04-15 10:27:00.000000000
289.65,2011-04-15 10:37:00.000000000
279.59999999999997,2011-04-15 10:37:00.000000000
484.92,2011-04-15 10:37:00.000000000
587.8199999999999,2011-04-15 10:38:00.000000000
535.56,2011-04-15 10:38:00.000000000
851.51,2011-04-15 10:39:00.000000000
641.3,2011-04-15 10:39:00.000000000
789.26,2011-04-15 10:40:00.000000000
410.79,2011-04-15 10:41:00.000000000
425.61,2011-04-15 10:41:00.000000000
587.61,2011-04-15 10:42:00.000000000
689.7,2011-04-15 10:43:00.000000000
876.12,2011-04-15 10:43:00.000000000
146.0,2011-04-15 11:06:00.000000000
354.84000000000003,2011-04-15 11:15:00.000000000
65.28,2011-04-15 11:31:00.000000000
5.4,2011-04-15 11:35:00.000000000
224.14000000000001,2011-04-15 11:36:00.000000000
299.82,2011-04-15 11:44:00.000000000
190.98000000000002,2011-04-15 11:47:00.000000000
339.2,2011-04-15 12:05:00.000000000
81.4,2011-04-15 12:10:00.000000000
1612.83,2011-04-15 12:13:59.999999744
344.40000000000003,2011-04-15 12:23:00.000000000
278.22,2011-04-15 12:35:00.000000256
277.56,2011-04-15 12:48:00.000000000
2857.79,2011-04-15 13:15:00.000000000
721.55,2011-04-15 13:16:00.000000000
462.31,2011-04-15 13:31:00.000000000
141.68,2011-04-15 13:56:00.000000000
639.48,2011-04-15 14:05:00.000000000
327.2,2011-04-15 14:14:00.000000000
341.4,2011-04-15 14:14:00.000000000
138.79,2011-04-15 14:15:00.000000000
168.4,2011-04-15 14:21:00.000000000
291.63,2011-04-15 14:32:00.000000000
328.15000000000003,2011-04-15 14:45:00.000000000
165.9,2011-04-15 15:17:00.000000000
58.85,2011-04-15 15:31:00.000000000
172.72,2011-04-15 15:54:00.000000000
321.83,2011-04-15 15:58:00.000000000
223.42000000000002,2011-04-15 16:11:00.000000000
2945.5,2011-04-15 16:46:00.000000000
345.05,2011-04-17 10:15:00.000000000
232.48000000000002,2011-04-17 10:20:59.999999744
311.38,2011-04-17 10:27:00.000000000
417.93,2011-04-17 10:27:00.000000000
308.64,2011-04-17 10:56:00.000000000
358.0,2011-04-17 10:57:00.000000000
83.4,2011-04-17 10:59:00.000000000
899.58,2011-04-17 11:04:00.000000000
102.44,2011-04-17 11:04:00.000000000
379.32,2011-04-17 11:18:00.000000000
218.55,2011-04-17 11:30:00.000000000
314.84000000000003,2011-04-17 11:44:00.000000000
314.45,2011-04-17 11:45:00.000000000
346.4,2011-04-17 11:56:00.000000000
143.69,2011-04-17 12:25:00.000000000
133.61,2011-04-17 12:37:00.000000000
625.27,2011-04-17 12:37:20.224719104
124.98,2011-04-17 12:49:00.000000000
158.47,2011-04-17 12:53:00.000000000
856.63,2011-04-17 12:57:00.000000000
302.92,2011-04-17 13:02:00.000000000
302.85,2011-04-17 13:04:00.000000000
140.55,2011-04-17 13:05:00.000000000
539.81,2011-04-17 13:07:00.000000000
175.27,2011-04-17 13:17:59.999999744
303.49,2011-04-17 13:20:00.000000000
63.36,2011-04-17 13:27:00.000000000
290.52,2011-04-17 13:43:00.000000000
229.59,2011-04-17 13:53:00.000000000
456.20000000000005,2011-04-17 14:05:19.090909184
459.18,2011-04-17 14:09:00.000000000
118.85,2011-04-17 14:36:00.000000000
246.74,2011-04-17 14:55:00.000000000
2.1,2011-04-17 15:29:00.000000000
338.95,2011-04-17 15:40:00.000000000
71.42,2011-04-17 15:53:00.000000000
365.36,2011-04-17 15:53:00.000000000
391.67,2011-04-17 15:55:00.000000000
174.6,2011-04-17 15:56:00.000000000
51.0,2011-04-18 09:06:00.000000000
308.20000000000005,2011-04-18 09:31:00.000000000
282.94,2011-04-18 09:33:00.000000000
406.48,2011-04-18 09:38:00.000000000
837.97,2011-04-18 10:04:00.000000000
184.48,2011-04-18 10:20:00.000000000
225.72,2011-04-18 10:21:00.000000000
151.85,2011-04-18 10:35:00.000000000
366.48,2011-04-18 10:41:00.000000000
394.83000000000004,2011-04-18 10:55:00.000000000
840.24,2011-04-18 11:10:00.000000000
635.0,2011-04-18 11:13:00.000000000
152.2,2011-04-18 11:29:00.000000000
34.0,2011-04-18 11:45:00.000000000
212.34,2011-04-18 11:53:00.000000000
501.84,2011-04-18 11:59:00.000000000
192.33,2011-04-18 12:14:00.000000000
712.24,2011-04-18 12:16:00.000000000
458.25,2011-04-18 12:17:00.000000000
509.34000000000003,2011-04-18 12:36:00.000000000
393.33000000000004,2011-04-18 12:36:00.000000000
20.85,2011-04-18 12:42:00.000000000
304.04999999999995,2011-04-18 12:45:00.000000000
90.0,2011-04-18 12:47:00.000000000
169.47,2011-04-18 12:56:00.000000000
130.8,2011-04-18 12:58:00.000000000
1231.6000000000001,2011-04-18 13:12:00.000000000
2395.58,2011-04-18 13:13:00.000000000
189.98,2011-04-18 13:17:00.000000000
0.0,2011-04-18 13:18:00.000000000
21535.9,2011-04-18 13:20:00.000000000
198.0,2011-04-18 13:22:00.000000000
484.25,2011-04-18 13:30:00.000000000
121.25000000000001,2011-04-18 13:31:00.000000000
257.34,2011-04-18 13:36:00.000000000
405.16,2011-04-18 13:43:00.000000000
178.41,2011-04-18 13:45:59.999999744
1736.79,2011-04-18 13:49:00.000000000
1599.85,2011-04-18 13:52:00.000000000
192.68,2011-04-18 13:54:00.000000000
1625.27,2011-04-18 13:58:00.000000000
122.03999999999999,2011-04-18 14:00:00.000000000
687.05,2011-04-18 14:01:00.000000000
306.05,2011-04-18 14:01:00.000000000
695.3299999999999,2011-04-18 14:01:00.000000000
192.26,2011-04-18 14:05:00.000000000
164.75,2011-04-18 14:08:00.000000000
42.400000000000006,2011-04-18 14:12:00.000000000
200.32000000000002,2011-04-18 14:21:00.000000000
273.71,2011-04-18 14:27:00.000000000
298.3,2011-04-18 14:32:00.000000000
19.8,2011-04-18 14:37:00.000000000
187.75,2011-04-18 14:44:00.000000000
1026.6100000000001,2011-04-18 14:50:00.000000000
202.88,2011-04-18 15:00:00.000000000
1779.09,2011-04-18 15:05:00.000000000
408.0,2011-04-18 15:08:00.000000000
99.45,2011-04-18 15:14:00.000000000
1191.41,2011-04-18 15:16:00.000000000
1984.6299999999999,2011-04-18 15:26:00.000000000
0.0,2011-04-18 15:28:00.000000000
0.0,2011-04-18 15:29:00.000000000
311.42,2011-04-18 15:31:00.000000000
274.45,2011-04-18 15:43:00.000000000
391.9,2011-04-18 16:31:00.000000000
379.56,2011-04-18 16:37:00.000000000
320.58,2011-04-18 16:49:00.000000000
217.07,2011-04-18 17:29:00.000000000
89.55,2011-04-18 17:32:00.000000000
614.02,2011-04-19 08:17:00.000000000
360.65,2011-04-19 08:55:00.000000000
516.28,2011-04-19 09:31:00.000000256
309.56,2011-04-19 09:43:00.000000000
424.64,2011-04-19 09:49:00.000000000
429.57,2011-04-19 10:04:00.000000000
267.91,2011-04-19 10:08:00.000000000
385.2,2011-04-19 10:08:00.000000000
480.27,2011-04-19 10:19:00.000000000
347.49,2011-04-19 10:40:00.000000000
188.87,2011-04-19 10:49:00.000000000
35.400000000000006,2011-04-19 10:59:00.000000000
117.14,2011-04-19 11:02:00.000000000
155.6,2011-04-19 11:19:00.000000000
144.35,2011-04-19 11:27:00.000000000
1407.93,2011-04-19 11:33:00.000000000
1739.56,2011-04-19 11:37:00.000000000
142.2,2011-04-19 11:46:00.000000000
319.48,2011-04-19 11:52:00.000000000
232.22,2011-04-19 12:17:00.000000000
970.2,2011-04-19 12:19:00.000000000
89.55,2011-04-19 12:22:00.000000000
155.3,2011-04-19 12:26:00.000000000
767.0,2011-04-19 12:26:00.000000000
293.92,2011-04-19 12:41:00.000000000
354.78000000000003,2011-04-19 12:59:00.000000000
376.0,2011-04-19 13:03:00.000000000
150.3,2011-04-19 13:21:00.000000000
171.01,2011-04-19 13:41:00.000000000
935.15,2011-04-19 13:49:00.000000000
132.9,2011-04-19 13:56:00.000000000
109.04,2011-04-19 13:57:00.000000000
185.08,2011-04-19 14:23:00.000000000
447.52,2011-04-19 14:36:00.000000000
101.19,2011-04-19 14:37:00.000000000
169.35999999999999,2011-04-19 14:48:00.000000000
1507.67,2011-04-19 14:49:00.000000000
409.40000000000003,2011-04-19 14:51:00.000000000
151.3,2011-04-19 14:56:00.000000000
300.09000000000003,2011-04-19 14:57:00.000000000
27.299999999999997,2011-04-19 15:02:00.000000000
423.36,2011-04-19 15:20:00.000000000
1098.3899999999999,2011-04-19 15:37:00.000000000
397.14,2011-04-19 15:39:00.000000000
1215.52,2011-04-19 15:44:00.000000000
314.51,2011-04-19 15:46:00.000000256
7.15,2011-04-19 15:51:00.000000000
17.11,2011-04-19 15:53:46.666666752
35.96,2011-04-19 16:14:00.000000000
157.9,2011-04-19 16:30:51.428571392
25.5,2011-04-19 16:37:00.000000000
489.05,2011-04-19 16:52:00.000000000
113.5,2011-04-19 17:19:00.000000000
409.94,2011-04-20 08:07:00.000000000
302.56,2011-04-20 08:24:00.000000000
426.24,2011-04-20 09:01:00.000000000
347.17,2011-04-20 09:02:00.000000000
67.5,2011-04-20 09:03:00.000000000
544.26,2011-04-20 09:29:00.000000000
36.0,2011-04-20 09:30:00.000000000
469.19,2011-04-20 09:35:00.000000000
2016.0,2011-04-20 09:48:00.000000000
102.0,2011-04-20 10:04:00.000000000
112.97999999999999,2011-04-20 10:04:00.000000000
379.0,2011-04-20 10:28:00.000000000
244.8,2011-04-20 10:29:00.000000000
267.7,2011-04-20 10:39:00.000000000
308.55,2011-04-20 10:48:00.000000000
3108.64,2011-04-20 11:05:00.000000000
1196.96,2011-04-20 11:06:00.000000000
850.7,2011-04-20 11:06:00.000000000
12.5,2011-04-20 11:11:00.000000000
478.2,2011-04-20 11:12:00.000000000
115.43,2011-04-20 11:19:00.000000000
2951.52,2011-04-20 11:33:00.000000000
351.45000000000005,2011-04-20 11:45:00.000000000
0.0,2011-04-20 11:53:00.000000000
596.9999999999999,2011-04-20 11:57:00.000000000
103.3,2011-04-20 12:01:00.000000000
157.2,2011-04-20 12:02:00.000000000
0.0,2011-04-20 12:08:00.000000000
0.0,2011-04-20 12:09:00.000000000
0.0,2011-04-20 12:09:00.000000000
0.0,2011-04-20 12:09:00.000000000
0.0,2011-04-20 12:10:00.000000000
0.0,2011-04-20 12:10:00.000000000
0.0,2011-04-20 12:11:00.000000000
103.15,2011-04-20 12:26:00.000000000
204.46,2011-04-20 12:28:00.000000000
234.25,2011-04-20 12:30:00.000000000
301.68,2011-04-20 12:32:00.000000000
712.6400000000001,2011-04-20 12:44:00.000000000
212.19,2011-04-20 12:56:00.000000000
74.7,2011-04-20 13:13:00.000000000
395.78999999999996,2011-04-20 13:15:00.000000000
586.9,2011-04-20 13:17:59.999999744
1052.56,2011-04-20 13:18:00.000000000
140.85,2011-04-20 13:19:00.000000000
307.16,2011-04-20 13:35:00.000000000
439.33,2011-04-20 13:36:00.000000000
1466.1399999999999,2011-04-20 13:36:00.000000000
460.94,2011-04-20 13:43:00.000000000
232.9,2011-04-20 13:55:00.000000000
454.24,2011-04-20 13:58:00.000000000
370.68,2011-04-20 13:59:00.000000000
267.03,2011-04-20 14:02:00.000000000
60.0,2011-04-20 14:06:00.000000000
128.41,2011-04-20 14:38:00.000000000
54.72,2011-04-20 14:40:00.000000000
290.4,2011-04-20 14:41:00.000000000
310.02,2011-04-20 14:46:00.000000000
0.0,2011-04-20 14:48:00.000000000
212.5,2011-04-20 15:04:00.000000000
307.46,2011-04-20 15:21:00.000000000
225.05,2011-04-20 15:25:00.000000000
329.24,2011-04-20 15:32:00.000000000
548.4300000000001,2011-04-20 15:38:00.000000000
268.68,2011-04-20 15:44:00.000000000
119.1,2011-04-20 16:04:00.000000000
0.0,2011-04-20 16:42:00.000000000
132.03,2011-04-20 17:00:00.000000000
141.49,2011-04-20 17:10:00.000000000
430.76,2011-04-20 17:37:00.000000000
341.58,2011-04-21 08:43:00.000000000
1007.9,2011-04-21 09:26:00.000000000
2210.05,2011-04-21 09:36:00.000000000
8.25,2011-04-21 10:00:00.000000000
284.76,2011-04-21 10:12:00.000000000
110.7,2011-04-21 10:19:00.000000000
293.2,2011-04-21 10:19:00.000000000
174.15,2011-04-21 10:29:00.000000000
171.2,2011-04-21 10:29:00.000000000
397.20000000000005,2011-04-21 10:31:00.000000000
24.75,2011-04-21 10:48:00.000000000
162.02,2011-04-21 10:51:00.000000000
791.97,2011-04-21 10:52:00.000000000
572.25,2011-04-21 10:55:00.000000000
199.75,2011-04-21 11:03:00.000000000
121.11,2011-04-21 11:31:00.000000000
335.0,2011-04-21 11:59:00.000000000
526.5,2011-04-21 12:00:00.000000000
13.75,2011-04-21 12:07:00.000000000
682.38,2011-04-21 12:11:00.000000000
257.89,2011-04-21 12:12:00.000000000
1368.16,2011-04-21 12:34:00.000000000
306.5,2011-04-21 12:35:00.000000000
0.0,2011-04-21 12:39:00.000000000
313.65,2011-04-21 13:17:00.000000000
302.55,2011-04-21 13:22:00.000000000
1701.5,2011-04-21 13:29:00.000000000
133.59,2011-04-21 13:30:00.000000000
139.35,2011-04-21 13:39:00.000000000
721.4399999999999,2011-04-21 13:40:00.000000000
335.5,2011-04-21 14:03:00.000000000
19.5,2011-04-21 14:06:00.000000000
110.1,2011-04-21 14:07:00.000000000
597.8199999999999,2011-04-21 14:21:00.000000000
0.0,2011-04-21 14:29:00.000000000
147.45,2011-04-21 14:30:00.000000000
237.25,2011-04-21 14:37:00.000000000
0.0,2011-04-21 14:39:00.000000000
0.0,2011-04-21 14:40:00.000000000
0.0,2011-04-21 14:41:00.000000000
0.0,2011-04-21 14:41:00.000000000
0.0,2011-04-21 14:41:00.000000000
5.0,2011-04-21 14:59:00.000000000
415.00000000000006,2011-04-21 15:15:00.000000000
207.0,2011-04-21 15:15:00.000000000
100.80000000000001,2011-04-21 15:16:00.000000000
232.68,2011-04-21 15:16:00.000000000
385.69,2011-04-21 15:25:00.000000000
615.0,2011-04-21 15:26:00.000000000
400.64,2011-04-21 15:46:00.000000000
225.15,2011-04-21 15:51:00.000000000
0.0,2011-04-21 15:51:00.000000000
63.949999999999996,2011-04-21 15:51:00.000000000
0.0,2011-04-21 15:52:00.000000000
0.0,2011-04-21 15:55:00.000000000
0.0,2011-04-21 15:56:00.000000000
8.97,2011-04-21 16:01:00.000000000
0.0,2011-04-21 16:14:00.000000000
0.0,2011-04-21 16:15:00.000000000
0.0,2011-04-21 16:16:00.000000000
1953.26,2011-04-21 16:17:00.000000000
0.0,2011-04-21 16:18:00.000000000
318.78000000000003,2011-04-21 16:26:00.000000000
245.31,2011-04-21 16:37:00.000000000
117.68,2011-04-21 16:37:00.000000000
252.23000000000002,2011-04-21 16:36:59.999999744
23.700000000000003,2011-04-21 16:46:00.000000000
504.9,2011-04-21 16:48:00.000000000
118.7,2011-04-21 16:53:00.000000000
47.39999999999999,2011-04-21 16:58:00.000000000
727.78,2011-04-21 16:59:00.000000000
0.0,2011-04-21 17:02:00.000000000
184.64,2011-04-21 17:03:00.000000000
99.63,2011-04-21 17:05:00.000000000
875.79,2011-04-21 17:06:00.000000000
173.46,2011-04-21 17:10:00.000000000
0.0,2011-04-21 17:28:00.000000000
0.0,2011-04-21 17:28:00.000000000
0.0,2011-04-21 17:29:00.000000000
305.43,2011-04-21 17:31:00.000000000
0.0,2011-04-21 17:31:00.000000000
0.0,2011-04-21 17:31:00.000000000
0.0,2011-04-21 17:32:00.000000000
0.0,2011-04-21 17:33:00.000000000
0.0,2011-04-21 17:34:00.000000000
0.0,2011-04-21 17:35:00.000000000
0.0,2011-04-21 17:40:00.000000000
1654.97,2011-04-21 18:06:00.000000000
1160.48,2011-04-21 18:10:00.000000000
309.0,2011-04-21 18:10:00.000000000
255.69,2011-04-21 18:21:59.999999744
447.6,2011-04-21 18:31:00.000000000
153.84,2011-04-21 18:59:00.000000000
126.32,2011-04-21 19:05:00.000000000
476.8,2011-04-21 19:51:00.000000000
481.4,2011-04-21 19:55:00.000000000
451.6,2011-04-26 08:33:00.000000000
314.91999999999996,2011-04-26 08:57:00.000000000
488.01,2011-04-26 09:04:00.000000000
205.7,2011-04-26 09:12:00.000000000
159.2,2011-04-26 09:15:00.000000000
564.5,2011-04-26 09:31:00.000000000
413.46,2011-04-26 09:37:00.000000000
339.93,2011-04-26 09:44:00.000000000
652.05,2011-04-26 09:47:59.999999744
674.54,2011-04-26 09:48:00.000000000
561.04,2011-04-26 09:48:00.000000000
562.77,2011-04-26 09:49:00.000000000
521.38,2011-04-26 09:50:00.000000000
1065.19,2011-04-26 09:50:00.000000000
535.05,2011-04-26 09:52:00.000000000
187.04999999999998,2011-04-26 10:23:00.000000000
3036.22,2011-04-26 10:32:00.000000000
1932.24,2011-04-26 11:04:00.000000256
765.85,2011-04-26 11:09:00.000000000
0.0,2011-04-26 11:19:00.000000000
0.0,2011-04-26 11:19:00.000000000
326.4,2011-04-26 11:25:00.000000000
308.73,2011-04-26 11:30:00.000000000
354.26,2011-04-26 11:32:00.000000000
632.74,2011-04-26 11:34:00.000000000
480.36,2011-04-26 11:51:00.000000000
285.37,2011-04-26 11:51:00.000000000
285.04,2011-04-26 11:59:00.000000000
110.52,2011-04-26 12:07:00.000000000
360.03,2011-04-26 12:08:00.000000000
2.1,2011-04-26 12:12:00.000000000
884.4,2011-04-26 12:16:00.000000000
535.97,2011-04-26 12:29:00.000000000
413.45000000000005,2011-04-26 12:31:00.000000000
291.90000000000003,2011-04-26 12:47:00.000000000
348.33000000000004,2011-04-26 12:47:00.000000000
0.0,2011-04-26 12:47:00.000000000
708.6,2011-04-26 13:00:00.000000000
604.73,2011-04-26 13:02:00.000000000
7.25,2011-04-26 13:04:00.000000000
501.22,2011-04-26 13:05:00.000000000
172.75,2011-04-26 13:05:00.000000000
38.160000000000004,2011-04-26 13:06:00.000000000
22.5,2011-04-26 13:12:00.000000000
426.4,2011-04-26 13:22:00.000000000
103.3,2011-04-26 13:25:00.000000000
76.32000000000001,2011-04-26 13:36:00.000000000
107.10000000000001,2011-04-26 13:37:00.000000000
59.0,2011-04-26 13:45:00.000000000
305.46000000000004,2011-04-26 14:07:00.000000000
1265.3999999999999,2011-04-26 14:12:00.000000000
231.31,2011-04-26 14:19:00.000000000
159.1,2011-04-26 14:37:00.000000000
134.4,2011-04-26 14:38:00.000000000
366.96,2011-04-26 14:47:00.000000000
358.38,2011-04-26 15:00:00.000000000
147.6,2011-04-26 15:02:00.000000000
938.9200000000001,2011-04-26 15:04:00.000000000
319.27000000000004,2011-04-26 15:26:00.000000000
339.24,2011-04-26 15:45:00.000000000
20.4,2011-04-26 15:56:00.000000000
81.6,2011-04-26 15:58:00.000000000
918.0,2011-04-26 16:01:00.000000000
0.0,2011-04-26 16:06:00.000000000
301.8,2011-04-26 16:40:00.000000000
282.7,2011-04-26 16:45:00.000000000
111.76,2011-04-26 16:53:00.000000000
773.01,2011-04-26 16:54:00.000000000
1055.17,2011-04-26 17:02:00.000000000
8.1,2011-04-26 17:18:00.000000000
18.5,2011-04-26 17:20:00.000000000
600.8999999999999,2011-04-27 08:17:00.000000000
107.28,2011-04-27 08:43:00.000000000
169.5,2011-04-27 08:59:00.000000000
305.28000000000003,2011-04-27 09:03:00.000000000
330.0,2011-04-27 09:21:00.000000000
25.2,2011-04-27 10:01:00.000000000
312.6,2011-04-27 10:03:00.000000000
870.0,2011-04-27 10:04:00.000000000
816.0,2011-04-27 10:52:00.000000000
414.12,2011-04-27 10:54:00.000000000
228.15,2011-04-27 11:05:00.000000000
114.84,2011-04-27 11:12:00.000000000
166.4,2011-04-27 11:26:00.000000000
347.68,2011-04-27 11:26:00.000000000
373.44,2011-04-27 11:30:00.000000000
13.500000000000002,2011-04-27 11:32:00.000000000
0.0,2011-04-27 11:33:00.000000000
122.39999999999999,2011-04-27 11:33:00.000000000
443.25,2011-04-27 11:40:00.000000000
167.92,2011-04-27 11:41:00.000000000
476.4,2011-04-27 11:47:00.000000000
0.0,2011-04-27 11:48:00.000000000
0.0,2011-04-27 11:49:00.000000000
316.85,2011-04-27 11:56:00.000000000
261.24,2011-04-27 12:00:00.000000000
1642.5,2011-04-27 12:04:00.000000000
117.66,2011-04-27 12:05:00.000000000
201.19,2011-04-27 12:08:00.000000000
854.0699999999999,2011-04-27 12:21:00.000000000
524.52,2011-04-27 12:35:00.000000000
203.95,2011-04-27 12:39:00.000000000
29.880000000000003,2011-04-27 12:49:00.000000000
665.52,2011-04-27 12:50:00.000000000
414.24,2011-04-27 12:57:00.000000000
506.38,2011-04-27 13:03:00.000000256
219.01,2011-04-27 13:06:00.000000000
422.6,2011-04-27 13:06:00.000000000
172.79999999999998,2011-04-27 13:19:00.000000000
89.1,2011-04-27 13:31:00.000000000
126.74000000000001,2011-04-27 13:31:00.000000000
223.33,2011-04-27 13:44:00.000000000
592.41,2011-04-27 14:01:00.000000000
253.94,2011-04-27 14:05:00.000000000
397.02,2011-04-27 14:16:00.000000000
15.4,2011-04-27 14:17:00.000000000
31.8,2011-04-27 14:17:00.000000000
720.92,2011-04-27 14:18:00.000000000
207.50000000000003,2011-04-27 14:25:00.000000000
1502.78,2011-04-27 14:26:00.000000000
431.74,2011-04-27 14:27:00.000000000
428.64,2011-04-27 14:28:00.000000000
154.66,2011-04-27 14:43:00.000000000
15.0,2011-04-27 14:48:00.000000000
1007.4,2011-04-27 14:49:00.000000000
0.0,2011-04-27 14:55:00.000000000
0.0,2011-04-27 14:56:00.000000000
337.36,2011-04-27 14:58:00.000000000
1292.96,2011-04-27 15:07:00.000000000
304.16,2011-04-27 15:08:00.000000000
23.85,2011-04-27 15:22:00.000000000
0.0,2011-04-27 15:25:00.000000000
0.0,2011-04-27 15:25:00.000000000
0.0,2011-04-27 15:25:00.000000000
0.0,2011-04-27 15:26:00.000000000
0.0,2011-04-27 15:28:00.000000000
0.0,2011-04-27 15:31:00.000000000
0.0,2011-04-27 15:47:00.000000000
21.799999999999997,2011-04-27 15:49:00.000000000
0.0,2011-04-27 15:51:00.000000000
0.0,2011-04-27 16:01:00.000000000
0.0,2011-04-27 16:08:00.000000000
450.45000000000005,2011-04-27 16:23:00.000000000
5.9,2011-04-27 16:39:00.000000000
145.91,2011-04-27 16:54:00.000000000
5.11,2011-04-27 17:03:00.000000000
887.23,2011-04-27 17:18:00.000000000
1416.36,2011-04-27 17:23:00.000000000
459.45000000000005,2011-04-28 07:52:00.000000000
318.3,2011-04-28 08:34:00.000000000
200.20000000000002,2011-04-28 08:57:00.000000000
433.7,2011-04-28 09:02:00.000000000
354.34999999999997,2011-04-28 09:20:00.000000000
371.4,2011-04-28 10:03:00.000000000
438.0,2011-04-28 10:15:00.000000000
4390.56,2011-04-28 10:20:00.000000000
303.62,2011-04-28 10:20:00.000000000
119.9,2011-04-28 10:54:00.000000000
454.90000000000003,2011-04-28 11:31:00.000000000
390.85,2011-04-28 11:38:00.000000000
226.85,2011-04-28 11:40:00.000000000
259.45,2011-04-28 12:03:00.000000000
385.2,2011-04-28 12:06:00.000000000
160.95,2011-04-28 12:07:00.000000000
654.6,2011-04-28 12:22:00.000000000
0.0,2011-04-28 12:37:00.000000000
112.32,2011-04-28 12:47:00.000000000
430.38,2011-04-28 12:49:00.000000000
232.65,2011-04-28 12:55:00.000000000
371.29,2011-04-28 13:16:59.999999744
593.16,2011-04-28 13:18:00.000000000
6.0,2011-04-28 13:23:00.000000000
207.05,2011-04-28 13:31:00.000000000
314.22,2011-04-28 13:33:00.000000000
1537.2,2011-04-28 13:35:00.000000000
78.6,2011-04-28 13:36:00.000000000
23.8,2011-04-28 13:39:00.000000000
547.27,2011-04-28 13:41:00.000000000
112.25,2011-04-28 13:50:00.000000000
400.0,2011-04-28 13:51:00.000000000
385.5,2011-04-28 14:00:00.000000000
82.5,2011-04-28 14:04:00.000000000
0.0,2011-04-28 14:11:00.000000000
98.01,2011-04-28 14:31:00.000000000
16.95,2011-04-28 14:34:00.000000000
6.6000000000000005,2011-04-28 14:36:00.000000000
440.0,2011-04-28 14:39:00.000000000
142.52,2011-04-28 14:56:00.000000000
305.56,2011-04-28 14:59:00.000000000
0.0,2011-04-28 15:05:00.000000000
0.0,2011-04-28 15:06:00.000000000
0.0,2011-04-28 15:06:00.000000000
0.0,2011-04-28 15:06:00.000000000
0.0,2011-04-28 15:07:00.000000000
0.0,2011-04-28 15:07:00.000000000
0.0,2011-04-28 15:08:00.000000000
222.47,2011-04-28 15:13:00.000000000
152.79999999999998,2011-04-28 15:13:00.000000000
453.2,2011-04-28 15:23:00.000000000
327.71999999999997,2011-04-28 15:26:00.000000000
173.43,2011-04-28 15:28:59.999999744
0.0,2011-04-28 15:50:00.000000000
0.0,2011-04-28 15:50:00.000000000
0.0,2011-04-28 15:51:00.000000000
0.0,2011-04-28 15:58:00.000000000
87.45,2011-04-28 15:58:00.000000000
0.0,2011-04-28 15:58:00.000000000
0.0,2011-04-28 15:59:00.000000000
0.0,2011-04-28 15:59:00.000000000
0.0,2011-04-28 16:00:00.000000000
0.0,2011-04-28 16:00:00.000000000
